config_id,workload,time,max-resident-set-size
857,Johnny_1280x720_60_short.y4m,10.42,80292
857,riverbed_1080p25_short.y4m,26.84,157564
857,blue_sky_1080p25_short.y4m,12.53,157488
857,sintel_trailer_2k_720p24_short.y4m,2.04,84032
857,sd_bridge_close_cif_short.y4m,0.64,12524
857,pedestrian_area_1080p25_short.y4m,14.94,157500
857,sd_city_4cif_short.y4m,5.64,41988
858,sd_bridge_close_cif_short.y4m,1.83,22496
858,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,100.28,752644
858,Johnny_1280x720_60_short.y4m,27.91,194500
858,sintel_trailer_2k_720p24_short.y4m,4.66,126644
858,sd_crew_cif_short.y4m,3.15,22732
858,pedestrian_area_1080p25_short.y4m,43.1,252592
858,riverbed_1080p25_short.y4m,83.82,252384
858,blue_sky_1080p25_short.y4m,35.49,251396
858,sd_city_4cif_short.y4m,16.93,81960
859,riverbed_1080p25_short.y4m,4.37,395676
859,sintel_trailer_2k_720p24_short.y4m,0.26,198196
859,blue_sky_1080p25_short.y4m,1.62,395340
859,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.52,1098808
859,sd_city_4cif_short.y4m,0.78,147580
859,sd_bridge_close_cif_short.y4m,0.12,25808
859,pedestrian_area_1080p25_short.y4m,2.14,395448
859,sd_crew_cif_short.y4m,0.18,25868
859,Johnny_1280x720_60_short.y4m,1.25,297240
860,Johnny_1280x720_60_short.y4m,15.41,333496
860,blue_sky_1080p25_short.y4m,20.82,420516
860,sd_city_4cif_short.y4m,9.6,163328
860,sd_crew_cif_short.y4m,1.9,26844
860,sd_bridge_close_cif_short.y4m,1.34,26796
860,riverbed_1080p25_short.y4m,48.21,420584
860,sintel_trailer_2k_720p24_short.y4m,3.44,210232
860,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,62.79,1193896
860,pedestrian_area_1080p25_short.y4m,25.83,422412
861,sd_crew_cif_short.y4m,0.17,25728
861,sd_city_4cif_short.y4m,0.71,159728
861,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.26,1099620
861,Johnny_1280x720_60_short.y4m,1,327332
861,blue_sky_1080p25_short.y4m,1.49,400268
861,sd_bridge_close_cif_short.y4m,0.13,25736
861,sintel_trailer_2k_720p24_short.y4m,0.29,200392
861,pedestrian_area_1080p25_short.y4m,1.91,395984
861,riverbed_1080p25_short.y4m,4.03,395988
862,Johnny_1280x720_60_short.y4m,1.25,298640
862,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.57,1101080
862,sd_bridge_close_cif_short.y4m,0.11,25832
862,pedestrian_area_1080p25_short.y4m,2.1,399504
862,sd_crew_cif_short.y4m,0.17,25892
862,sd_city_4cif_short.y4m,0.78,147576
862,blue_sky_1080p25_short.y4m,1.55,397500
862,sintel_trailer_2k_720p24_short.y4m,0.26,198392
862,riverbed_1080p25_short.y4m,4.26,397540
863,sd_city_4cif_short.y4m,4.83,57140
863,sintel_trailer_2k_720p24_short.y4m,2.05,121784
863,blue_sky_1080p25_short.y4m,11.46,225832
863,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,33.1,809812
863,sd_bridge_close_cif_short.y4m,0.71,15392
863,pedestrian_area_1080p25_short.y4m,13.75,223992
863,riverbed_1080p25_short.y4m,26.75,225948
863,sd_crew_cif_short.y4m,1.04,15308
863,Johnny_1280x720_60_short.y4m,8.52,114504
864,sd_bridge_close_cif_short.y4m,0.15,22164
864,sintel_trailer_2k_720p24_short.y4m,0.34,119116
864,riverbed_1080p25_short.y4m,6.68,238000
864,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.65,702644
864,blue_sky_1080p25_short.y4m,2.51,238004
864,pedestrian_area_1080p25_short.y4m,3.16,238260
864,sd_city_4cif_short.y4m,1.17,80172
864,Johnny_1280x720_60_short.y4m,1.71,188444
864,sd_crew_cif_short.y4m,0.23,22392
865,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,100.34,753096
865,sd_crew_cif_short.y4m,3.15,23024
865,pedestrian_area_1080p25_short.y4m,43.09,252388
865,sd_city_4cif_short.y4m,16.91,80844
865,sd_bridge_close_cif_short.y4m,1.83,22496
865,Johnny_1280x720_60_short.y4m,27.9,194416
865,blue_sky_1080p25_short.y4m,35.53,250588
865,sintel_trailer_2k_720p24_short.y4m,4.66,126772
865,riverbed_1080p25_short.y4m,83.76,251396
866,sd_city_4cif_short.y4m,5.1,58304
866,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,33.54,811604
866,Johnny_1280x720_60_short.y4m,9.14,113776
866,sd_bridge_close_cif_short.y4m,0.67,15280
866,sintel_trailer_2k_720p24_short.y4m,1.98,121020
866,blue_sky_1080p25_short.y4m,11.81,224452
866,pedestrian_area_1080p25_short.y4m,14.27,222828
866,riverbed_1080p25_short.y4m,27.56,222680
866,sd_crew_cif_short.y4m,1.03,15472
867,sintel_trailer_2k_720p24_short.y4m,0.25,78780
867,blue_sky_1080p25_short.y4m,1.61,155512
867,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.52,574008
867,Johnny_1280x720_60_short.y4m,1.24,80132
867,pedestrian_area_1080p25_short.y4m,1.81,159252
867,sd_city_4cif_short.y4m,0.64,40328
867,sd_bridge_close_cif_short.y4m,0.12,12688
867,riverbed_1080p25_short.y4m,3.26,157456
867,sd_crew_cif_short.y4m,0.15,12744
868,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.23,577876
868,pedestrian_area_1080p25_short.y4m,1.43,156212
868,sd_bridge_close_cif_short.y4m,0.08,12648
868,Johnny_1280x720_60_short.y4m,0.94,82080
868,blue_sky_1080p25_short.y4m,1.15,158108
868,riverbed_1080p25_short.y4m,2.78,156428
868,sd_city_4cif_short.y4m,0.54,40492
868,sintel_trailer_2k_720p24_short.y4m,0.24,82964
868,sd_crew_cif_short.y4m,0.12,12960
869,Johnny_1280x720_60_short.y4m,8.48,119452
869,blue_sky_1080p25_short.y4m,11.5,223928
869,sd_city_4cif_short.y4m,5.02,58152
869,sd_crew_cif_short.y4m,1.07,15304
869,riverbed_1080p25_short.y4m,27.81,225940
869,pedestrian_area_1080p25_short.y4m,14.66,225836
869,sd_bridge_close_cif_short.y4m,0.67,15396
869,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.37,805528
869,sintel_trailer_2k_720p24_short.y4m,1.91,122460
870,blue_sky_1080p25_short.y4m,31.74,252336
870,sd_crew_cif_short.y4m,2.83,22692
870,sd_city_4cif_short.y4m,15.77,81404
870,Johnny_1280x720_60_short.y4m,26.05,194568
870,pedestrian_area_1080p25_short.y4m,39.32,251564
870,riverbed_1080p25_short.y4m,74.08,252404
870,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,93.05,753044
870,sd_bridge_close_cif_short.y4m,1.57,22456
870,sintel_trailer_2k_720p24_short.y4m,4.12,126472
871,sd_crew_cif_short.y4m,0.17,27376
871,riverbed_1080p25_short.y4m,4.1,419448
871,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.74,1197464
871,sd_city_4cif_short.y4m,0.75,163336
871,sintel_trailer_2k_720p24_short.y4m,0.29,211904
871,Johnny_1280x720_60_short.y4m,1.14,333260
871,blue_sky_1080p25_short.y4m,1.58,421332
871,pedestrian_area_1080p25_short.y4m,2.04,419344
871,sd_bridge_close_cif_short.y4m,0.12,27384
872,sd_crew_cif_short.y4m,2.18,13052
872,pedestrian_area_1080p25_short.y4m,32.91,158956
872,Johnny_1280x720_60_short.y4m,24.08,81032
872,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,83.82,572300
872,blue_sky_1080p25_short.y4m,30.29,157156
872,sintel_trailer_2k_720p24_short.y4m,3.91,80780
872,sd_bridge_close_cif_short.y4m,1.33,13072
872,sd_city_4cif_short.y4m,12.31,42412
872,riverbed_1080p25_short.y4m,57.25,158952
873,sd_crew_cif_short.y4m,0.29,27444
873,Johnny_1280x720_60_short.y4m,2.04,302524
873,riverbed_1080p25_short.y4m,8.42,396596
873,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.09,1095952
873,sd_bridge_close_cif_short.y4m,0.2,27388
873,pedestrian_area_1080p25_short.y4m,3.96,396504
873,sd_city_4cif_short.y4m,1.43,151356
873,blue_sky_1080p25_short.y4m,2.99,396588
873,sintel_trailer_2k_720p24_short.y4m,0.43,200420
874,riverbed_1080p25_short.y4m,3.84,398032
874,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.97,1101420
874,Johnny_1280x720_60_short.y4m,1.12,301164
874,sintel_trailer_2k_720p24_short.y4m,0.24,200404
874,blue_sky_1080p25_short.y4m,1.37,397864
874,sd_city_4cif_short.y4m,0.68,148440
874,sd_crew_cif_short.y4m,0.15,25800
874,pedestrian_area_1080p25_short.y4m,1.82,397912
874,sd_bridge_close_cif_short.y4m,0.1,25800
875,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35.95,576488
875,blue_sky_1080p25_short.y4m,12.55,157524
875,sd_city_4cif_short.y4m,5.63,41960
875,Johnny_1280x720_60_short.y4m,10.64,82720
875,riverbed_1080p25_short.y4m,26.8,159316
875,sd_crew_cif_short.y4m,1.1,12564
875,sd_bridge_close_cif_short.y4m,0.66,12520
875,sintel_trailer_2k_720p24_short.y4m,2.06,80060
875,pedestrian_area_1080p25_short.y4m,14.97,159488
876,blue_sky_1080p25_short.y4m,30.27,157084
876,Johnny_1280x720_60_short.y4m,24.1,80948
876,sintel_trailer_2k_720p24_short.y4m,3.9,83264
876,riverbed_1080p25_short.y4m,57.25,157156
876,sd_bridge_close_cif_short.y4m,1.33,13076
876,sd_crew_cif_short.y4m,2.18,13052
876,pedestrian_area_1080p25_short.y4m,32.88,157080
876,sd_city_4cif_short.y4m,12.31,43488
876,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,83.85,572304
877,blue_sky_1080p25_short.y4m,16.75,420476
877,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,47.65,1195604
877,sd_city_4cif_short.y4m,7.47,165928
877,sintel_trailer_2k_720p24_short.y4m,2.86,210240
877,Johnny_1280x720_60_short.y4m,12.77,334432
877,riverbed_1080p25_short.y4m,34.42,422504
877,pedestrian_area_1080p25_short.y4m,19.75,422372
877,sd_bridge_close_cif_short.y4m,0.94,26744
877,sd_crew_cif_short.y4m,1.45,26736
878,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,82.58,1095660
878,riverbed_1080p25_short.y4m,63.53,396300
878,Johnny_1280x720_60_short.y4m,24.55,302032
878,sintel_trailer_2k_720p24_short.y4m,4.43,198900
878,pedestrian_area_1080p25_short.y4m,34.48,392564
878,sd_bridge_close_cif_short.y4m,1.48,26720
878,sd_crew_cif_short.y4m,2.38,26772
878,sd_city_4cif_short.y4m,14.66,151028
878,blue_sky_1080p25_short.y4m,30.25,392560
879,blue_sky_1080p25_short.y4m,34.32,396684
879,sd_bridge_close_cif_short.y4m,1.81,26860
879,pedestrian_area_1080p25_short.y4m,42.07,396688
879,sintel_trailer_2k_720p24_short.y4m,4.76,200224
879,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,96.31,1099064
879,Johnny_1280x720_60_short.y4m,26.13,302368
879,sd_city_4cif_short.y4m,16.55,150472
879,riverbed_1080p25_short.y4m,82.87,396684
879,sd_crew_cif_short.y4m,2.88,26908
880,sd_city_4cif_short.y4m,8.19,166028
880,riverbed_1080p25_short.y4m,36.19,416676
880,pedestrian_area_1080p25_short.y4m,21.02,418652
880,sd_crew_cif_short.y4m,1.51,26780
880,sd_bridge_close_cif_short.y4m,0.98,26732
880,blue_sky_1080p25_short.y4m,18.6,420484
880,Johnny_1280x720_60_short.y4m,14.31,340456
880,sintel_trailer_2k_720p24_short.y4m,2.84,210456
880,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,50.45,1196936
881,riverbed_1080p25_short.y4m,3.07,220544
881,Johnny_1280x720_60_short.y4m,0.81,115144
881,sd_city_4cif_short.y4m,0.51,59416
881,sd_bridge_close_cif_short.y4m,0.11,15448
881,pedestrian_area_1080p25_short.y4m,1.48,222316
881,sintel_trailer_2k_720p24_short.y4m,0.24,120672
881,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.32,807248
881,blue_sky_1080p25_short.y4m,1.18,222536
881,sd_crew_cif_short.y4m,0.14,15636
882,sd_city_4cif_short.y4m,12.26,41768
882,blue_sky_1080p25_short.y4m,30.54,158952
882,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,84.59,573480
882,sd_bridge_close_cif_short.y4m,1.32,13072
882,riverbed_1080p25_short.y4m,57.23,158976
882,pedestrian_area_1080p25_short.y4m,32.99,158952
882,sd_crew_cif_short.y4m,2.18,13048
882,Johnny_1280x720_60_short.y4m,24.33,84576
882,sintel_trailer_2k_720p24_short.y4m,3.94,83264
883,pedestrian_area_1080p25_short.y4m,40.24,251396
883,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,93.87,755748
883,riverbed_1080p25_short.y4m,76.97,251620
883,sintel_trailer_2k_720p24_short.y4m,4.31,128560
883,blue_sky_1080p25_short.y4m,32.63,251396
883,sd_city_4cif_short.y4m,16.18,80848
883,sd_crew_cif_short.y4m,2.9,22740
883,sd_bridge_close_cif_short.y4m,1.65,22500
883,Johnny_1280x720_60_short.y4m,26.31,193500
884,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.12,805744
884,sd_city_4cif_short.y4m,4.89,57564
884,sd_crew_cif_short.y4m,1.04,15400
884,riverbed_1080p25_short.y4m,27.67,223912
884,Johnny_1280x720_60_short.y4m,8.66,119780
884,sintel_trailer_2k_720p24_short.y4m,1.98,120104
884,blue_sky_1080p25_short.y4m,11.34,223948
884,sd_bridge_close_cif_short.y4m,0.67,15212
884,pedestrian_area_1080p25_short.y4m,14.14,225732
885,sintel_trailer_2k_720p24_short.y4m,2.36,200572
885,sd_city_4cif_short.y4m,7.64,148600
885,blue_sky_1080p25_short.y4m,15.41,397408
885,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,43.7,1101044
885,Johnny_1280x720_60_short.y4m,12.46,298792
885,riverbed_1080p25_short.y4m,31.94,397448
885,pedestrian_area_1080p25_short.y4m,18.28,397372
885,sd_bridge_close_cif_short.y4m,0.82,25164
885,sd_crew_cif_short.y4m,1.37,25224
886,sd_city_4cif_short.y4m,14.82,151032
886,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,82.59,1095728
886,sintel_trailer_2k_720p24_short.y4m,4.43,198900
886,sd_crew_cif_short.y4m,2.38,26772
886,Johnny_1280x720_60_short.y4m,24.55,302228
886,sd_bridge_close_cif_short.y4m,1.48,26720
886,blue_sky_1080p25_short.y4m,30.22,396300
886,riverbed_1080p25_short.y4m,63.55,396304
886,pedestrian_area_1080p25_short.y4m,34.49,392304
887,sd_crew_cif_short.y4m,1.71,25248
887,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,56.4,1098076
887,Johnny_1280x720_60_short.y4m,15.24,300848
887,blue_sky_1080p25_short.y4m,19.1,395048
887,riverbed_1080p25_short.y4m,43.7,395092
887,sd_bridge_close_cif_short.y4m,1.04,25196
887,sintel_trailer_2k_720p24_short.y4m,2.63,197936
887,sd_city_4cif_short.y4m,8.85,147576
887,pedestrian_area_1080p25_short.y4m,23.66,395056
888,sd_city_4cif_short.y4m,0.56,41900
888,sd_crew_cif_short.y4m,0.14,12720
888,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.62,574052
888,sd_bridge_close_cif_short.y4m,0.1,12644
888,Johnny_1280x720_60_short.y4m,0.96,83240
888,riverbed_1080p25_short.y4m,3.04,157488
888,pedestrian_area_1080p25_short.y4m,1.64,157332
888,sintel_trailer_2k_720p24_short.y4m,0.24,80100
888,blue_sky_1080p25_short.y4m,1.26,157272
889,sd_bridge_close_cif_short.y4m,0.11,15444
889,riverbed_1080p25_short.y4m,2.99,224276
889,sd_crew_cif_short.y4m,0.13,15632
889,pedestrian_area_1080p25_short.y4m,1.45,222316
889,sintel_trailer_2k_720p24_short.y4m,0.24,120108
889,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.27,806604
889,sd_city_4cif_short.y4m,0.53,58436
889,Johnny_1280x720_60_short.y4m,0.78,112560
889,blue_sky_1080p25_short.y4m,1.18,222320
890,blue_sky_1080p25_short.y4m,1.27,374440
890,Johnny_1280x720_60_short.y4m,0.99,286300
890,sintel_trailer_2k_720p24_short.y4m,0.24,186452
890,sd_bridge_close_cif_short.y4m,0.1,24152
890,riverbed_1080p25_short.y4m,3.64,374432
890,sd_city_4cif_short.y4m,0.63,142188
890,sd_crew_cif_short.y4m,0.15,24148
890,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.55,1007384
890,pedestrian_area_1080p25_short.y4m,1.74,374396
891,sd_bridge_close_cif_short.y4m,0.68,23488
891,sintel_trailer_2k_720p24_short.y4m,1.97,184892
891,riverbed_1080p25_short.y4m,28.85,372260
891,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,34.44,1005728
891,Johnny_1280x720_60_short.y4m,9.69,286156
891,sd_city_4cif_short.y4m,5.67,141404
891,blue_sky_1080p25_short.y4m,11.86,374092
891,sd_crew_cif_short.y4m,1.16,23480
891,pedestrian_area_1080p25_short.y4m,14.94,374100
892,Johnny_1280x720_60_short.y4m,2.45,81468
892,blue_sky_1080p25_short.y4m,3.18,159564
892,riverbed_1080p25_short.y4m,6.4,157740
892,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.76,574420
892,sd_city_4cif_short.y4m,1.17,42776
892,sd_bridge_close_cif_short.y4m,0.16,13460
892,pedestrian_area_1080p25_short.y4m,3.53,157656
892,sd_crew_cif_short.y4m,0.24,13436
892,sintel_trailer_2k_720p24_short.y4m,0.44,82388
893,blue_sky_1080p25_short.y4m,2.99,396592
893,Johnny_1280x720_60_short.y4m,2.04,302484
893,riverbed_1080p25_short.y4m,8.48,392856
893,sd_bridge_close_cif_short.y4m,0.2,27388
893,sd_crew_cif_short.y4m,0.29,27444
893,sintel_trailer_2k_720p24_short.y4m,0.43,199252
893,pedestrian_area_1080p25_short.y4m,3.99,392588
893,sd_city_4cif_short.y4m,1.43,150600
893,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.13,1096352
894,sd_crew_cif_short.y4m,1.1,12472
894,riverbed_1080p25_short.y4m,26.93,157624
894,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35.34,573676
894,pedestrian_area_1080p25_short.y4m,14.62,155708
894,sintel_trailer_2k_720p24_short.y4m,2.09,78888
894,Johnny_1280x720_60_short.y4m,10.08,81792
894,sd_bridge_close_cif_short.y4m,0.67,12404
894,sd_city_4cif_short.y4m,5.44,40320
894,blue_sky_1080p25_short.y4m,12.56,157552
895,sintel_trailer_2k_720p24_short.y4m,4.44,95604
895,sd_city_4cif_short.y4m,14.59,47644
895,Johnny_1280x720_60_short.y4m,27.66,93376
895,blue_sky_1080p25_short.y4m,33.29,181824
895,riverbed_1080p25_short.y4m,58.16,181812
895,pedestrian_area_1080p25_short.y4m,35.48,179964
895,sd_bridge_close_cif_short.y4m,1.52,14716
895,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,91.7,662772
895,sd_crew_cif_short.y4m,2.34,14704
896,blue_sky_1080p25_short.y4m,1.82,420832
896,riverbed_1080p25_short.y4m,4.4,420812
896,sintel_trailer_2k_720p24_short.y4m,0.33,210536
896,sd_city_4cif_short.y4m,0.84,164408
896,sd_crew_cif_short.y4m,0.18,27464
896,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.15,1197540
896,sd_bridge_close_cif_short.y4m,0.15,27412
896,Johnny_1280x720_60_short.y4m,1.23,332048
896,pedestrian_area_1080p25_short.y4m,2.21,422644
897,sd_city_4cif_short.y4m,0.56,40932
897,Johnny_1280x720_60_short.y4m,0.94,82712
897,sd_bridge_close_cif_short.y4m,0.1,12700
897,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.55,577880
897,sd_crew_cif_short.y4m,0.14,12728
897,sintel_trailer_2k_720p24_short.y4m,0.24,83260
897,pedestrian_area_1080p25_short.y4m,1.59,157772
897,blue_sky_1080p25_short.y4m,1.26,158048
897,riverbed_1080p25_short.y4m,3.01,157860
898,sd_bridge_close_cif_short.y4m,0.16,23108
898,sd_city_4cif_short.y4m,1.3,81040
898,sintel_trailer_2k_720p24_short.y4m,0.39,127220
898,sd_crew_cif_short.y4m,0.25,23340
898,blue_sky_1080p25_short.y4m,2.85,250044
898,Johnny_1280x720_60_short.y4m,2.04,193808
898,riverbed_1080p25_short.y4m,6.91,251580
898,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.75,753276
898,pedestrian_area_1080p25_short.y4m,3.45,251796
899,sd_crew_cif_short.y4m,0.27,23340
899,blue_sky_1080p25_short.y4m,2.88,251580
899,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.2,754536
899,sd_city_4cif_short.y4m,1.35,81032
899,Johnny_1280x720_60_short.y4m,2.08,194736
899,riverbed_1080p25_short.y4m,7.92,252568
899,sintel_trailer_2k_720p24_short.y4m,0.41,128292
899,pedestrian_area_1080p25_short.y4m,3.77,251032
899,sd_bridge_close_cif_short.y4m,0.16,23104
900,riverbed_1080p25_short.y4m,7.87,252568
900,sintel_trailer_2k_720p24_short.y4m,0.41,129408
900,pedestrian_area_1080p25_short.y4m,3.78,250772
900,sd_bridge_close_cif_short.y4m,0.16,23104
900,sd_city_4cif_short.y4m,1.35,81032
900,sd_crew_cif_short.y4m,0.27,23340
900,blue_sky_1080p25_short.y4m,2.86,250772
900,Johnny_1280x720_60_short.y4m,2.08,194736
900,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.17,753276
901,blue_sky_1080p25_short.y4m,1.18,226256
901,pedestrian_area_1080p25_short.y4m,1.45,224204
901,sintel_trailer_2k_720p24_short.y4m,0.24,118608
901,sd_city_4cif_short.y4m,0.52,57916
901,sd_bridge_close_cif_short.y4m,0.11,15444
901,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.25,805780
901,riverbed_1080p25_short.y4m,3,222576
901,sd_crew_cif_short.y4m,0.13,15632
901,Johnny_1280x720_60_short.y4m,0.79,115972
902,Johnny_1280x720_60_short.y4m,2.12,303708
902,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.35,1099248
902,blue_sky_1080p25_short.y4m,2.93,393128
902,sintel_trailer_2k_720p24_short.y4m,0.44,199524
902,pedestrian_area_1080p25_short.y4m,3.89,394820
902,sd_crew_cif_short.y4m,0.28,27464
902,sd_city_4cif_short.y4m,1.42,151400
902,riverbed_1080p25_short.y4m,8.32,394820
902,sd_bridge_close_cif_short.y4m,0.18,27412
903,riverbed_1080p25_short.y4m,3,157884
903,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.54,577968
903,sd_bridge_close_cif_short.y4m,0.1,12632
903,sd_crew_cif_short.y4m,0.14,12728
903,pedestrian_area_1080p25_short.y4m,1.59,159796
903,sintel_trailer_2k_720p24_short.y4m,0.24,80120
903,blue_sky_1080p25_short.y4m,1.25,157808
903,Johnny_1280x720_60_short.y4m,0.94,81964
903,sd_city_4cif_short.y4m,0.55,42132
904,pedestrian_area_1080p25_short.y4m,3.86,392852
904,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.8,1097656
904,sd_crew_cif_short.y4m,0.29,27444
904,sd_city_4cif_short.y4m,1.42,151356
904,riverbed_1080p25_short.y4m,8.47,396592
904,blue_sky_1080p25_short.y4m,2.97,394632
904,sintel_trailer_2k_720p24_short.y4m,0.43,200404
904,Johnny_1280x720_60_short.y4m,2.01,302492
904,sd_bridge_close_cif_short.y4m,0.2,27384
905,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.33,755560
905,sd_crew_cif_short.y4m,0.16,21736
905,pedestrian_area_1080p25_short.y4m,2.06,252896
905,sintel_trailer_2k_720p24_short.y4m,0.25,124640
905,riverbed_1080p25_short.y4m,4.37,251652
905,Johnny_1280x720_60_short.y4m,1.18,190744
905,blue_sky_1080p25_short.y4m,1.51,254508
905,sd_city_4cif_short.y4m,0.78,78208
905,sd_bridge_close_cif_short.y4m,0.13,21504
906,blue_sky_1080p25_short.y4m,33.32,181840
906,Johnny_1280x720_60_short.y4m,27.69,94548
906,sintel_trailer_2k_720p24_short.y4m,4.44,94568
906,sd_bridge_close_cif_short.y4m,1.51,14716
906,sd_crew_cif_short.y4m,2.34,14712
906,sd_city_4cif_short.y4m,14.57,48084
906,pedestrian_area_1080p25_short.y4m,35.45,181836
906,riverbed_1080p25_short.y4m,58.12,179952
906,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,91.65,664112
907,sintel_trailer_2k_720p24_short.y4m,0.45,83880
907,Johnny_1280x720_60_short.y4m,2.51,83912
907,blue_sky_1080p25_short.y4m,3.23,157672
907,sd_bridge_close_cif_short.y4m,0.16,13460
907,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.87,574188
907,pedestrian_area_1080p25_short.y4m,3.54,159556
907,sd_city_4cif_short.y4m,1.17,42124
907,riverbed_1080p25_short.y4m,6.42,161420
907,sd_crew_cif_short.y4m,0.24,13440
908,sd_city_4cif_short.y4m,1.36,48384
908,riverbed_1080p25_short.y4m,7.92,182144
908,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,10.02,663088
908,pedestrian_area_1080p25_short.y4m,4.17,180260
908,sd_bridge_close_cif_short.y4m,0.21,15080
908,sintel_trailer_2k_720p24_short.y4m,0.5,93504
908,sd_crew_cif_short.y4m,0.28,15072
908,blue_sky_1080p25_short.y4m,3.79,180256
908,Johnny_1280x720_60_short.y4m,2.62,92432
909,Johnny_1280x720_60_short.y4m,24.53,302192
909,sd_city_4cif_short.y4m,14.67,149316
909,sintel_trailer_2k_720p24_short.y4m,4.43,200128
909,blue_sky_1080p25_short.y4m,30.26,396216
909,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,82.49,1096060
909,sd_crew_cif_short.y4m,2.38,26776
909,pedestrian_area_1080p25_short.y4m,34.46,396304
909,riverbed_1080p25_short.y4m,63.56,394264
909,sd_bridge_close_cif_short.y4m,1.48,26724
910,sintel_trailer_2k_720p24_short.y4m,3.95,80852
910,pedestrian_area_1080p25_short.y4m,32.99,157156
910,sd_city_4cif_short.y4m,12.28,44096
910,Johnny_1280x720_60_short.y4m,24.33,83476
910,blue_sky_1080p25_short.y4m,30.56,158976
910,sd_crew_cif_short.y4m,2.18,13052
910,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,84.58,574080
910,sd_bridge_close_cif_short.y4m,1.33,13072
910,riverbed_1080p25_short.y4m,57.3,158952
911,blue_sky_1080p25_short.y4m,12.56,155164
911,sintel_trailer_2k_720p24_short.y4m,2.09,78664
911,sd_bridge_close_cif_short.y4m,0.67,12404
911,sd_crew_cif_short.y4m,1.13,12208
911,sd_city_4cif_short.y4m,5.49,40756
911,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,36.08,572148
911,pedestrian_area_1080p25_short.y4m,15.03,155368
911,Johnny_1280x720_60_short.y4m,10.37,81980
911,riverbed_1080p25_short.y4m,27.45,157072
912,blue_sky_1080p25_short.y4m,32.65,252388
912,sd_crew_cif_short.y4m,2.9,22740
